Initial_position,Initial_velocity,Mass,Time,Position
256,24,84,65,22518.5
13,52,93,11,1177.9
265,52,67,36,8487.400000000001
188,35,32,18,2405.6000000000004
337,17,40,60,18997.0
995,5,71,12,1760.6
367,24,3,4,541.4
242,62,74,4,568.4
519,74,78,30,7149.0
466,72,85,10,1676.0
456,6,66,70,24886.0
569,54,43,71,29103.9
26,57,36,63,23065.100000000002
725,89,2,58,22370.600000000002
901,96,29,25,6363.5
573,60,55,28,6094.6
73,89,55,97,54810.100000000006
377,2,3,31,5147.900000000001
234,3,76,74,27288.4
238,38,42,7,744.1
970,38,4,72,29107.600000000002
134,1,87,3,181.1
137,81,6,91,48084.9
491,70,71,63,24349.100000000002
238,70,82,98,54157.600000000006
442,58,63,12,1843.6
205,52,2,28,5502.6
201,85,28,38,10506.6
433,48,17,87,41697.100000000006
900,35,48,26,5122.4
24,15,10,50,13024.0
882,83,78,3,1175.1
295,96,11,37,10555.1
124,79,53,13,1979.1
891,75,27,89,46378.9
274,31,45,88,40947.600000000006
588,25,21,72,27789.600000000002
906,86,51,45,14698.5
748,5,56,25,3935.5
937,47,42,60,21397.0
499,89,68,79,38110.9
561,4,6,24,3479.4
898,70,86,10,2088.0
70,12,27,73,27058.100000000002
722,20,16,47,12486.1
353,18,79,58,17880.600000000002
157,89,56,53,18638.1
856,52,74,8,1585.6
294,46,28,88,42287.600000000006
613,57,44,62,22982.600000000002
781,91,58,14,3015.4
447,12,52,99,49659.9
313,73,84,40,11073.0
488,37,19,87,40795.100000000006
184,91,40,21,4255.9
448,13,30,26,4098.4
432,93,79,80,39232.0
755,48,37,24,4729.4
480,80,93,92,49313.600000000006
568,76,16,19,3780.9
810,36,78,45,12352.5
485,69,10,13,2210.1
89,80,55,95,51911.5
409,43,48,73,29660.100000000002
175,63,18,14,2017.4
56,20,87,85,37158.5
501,80,71,38,10616.6
807,23,25,91,43476.9
81,35,11,17,2092.1000000000004
419,35,44,83,37080.100000000006
849,74,43,28,6762.6
353,89,9,17,3282.1000000000004
940,76,75,86,43716.4
565,2,66,98,47820.600000000006
734,7,9,17,2269.1000000000004
116,91,9,83,41425.100000000006
37,35,47,11,1014.9000000000001
415,38,57,37,8529.1
638,36,98,7,1130.1
106,83,28,34,8592.400000000001
968,23,84,63,21865.100000000002
596,20,50,60,19436.0
172,15,93,85,36849.5
357,82,63,70,30107.0
927,66,73,45,13819.5
238,23,97,47,12143.1
15,54,87,59,20257.9
779,7,91,5,936.5
288,40,10,22,3539.6000000000004
341,58,52,59,20819.9
729,45,72,53,16878.1
119,31,61,89,41690.9
471,37,65,85,39018.5
906,11,5,35,7293.5
475,14,21,69,24769.9
565,41,92,46,12819.400000000001
443,43,57,2,548.6
17,72,14,4,383.4
715,64,66,89,45223.9
900,50,46,78,34611.600000000006
832,57,68,46,13822.400000000001
991,19,46,57,17994.1
325,1,41,41,8602.900000000001
511,36,88,84,38109.4
830,15,1,49,13329.900000000001
797,56,11,44,12747.400000000001
553,37,47,22,3738.6000000000004
172,95,96,84,42726.4
167,53,45,95,49424.5
462,48,4,93,47306.100000000006
16,77,8,61,22945.9
251,73,78,35,8808.5
775,91,7,94,52625.4
481,6,33,21,2767.9
967,61,8,79,36366.9
732,16,46,39,8808.900000000001
803,21,67,52,15144.6
541,39,70,7,1054.1
982,18,99,47,12652.1
405,24,27,79,32881.9
426,77,92,70,29826.0
238,59,21,65,24775.5
648,98,14,79,38970.9
113,96,27,75,34875.5
136,71,95,44,12746.400000000001
121,98,64,87,45735.100000000006
848,68,85,49,15944.900000000001
560,6,92,33,6094.1
173,20,88,29,4873.900000000001
238,96,19,58,22289.600000000002
57,84,35,49,15937.900000000001
492,69,59,23,4671.1
126,12,73,82,34057.600000000006
980,74,69,26,6216.4
199,21,54,7,586.1
112,20,61,35,6814.5
525,13,67,16,1987.4
541,65,65,32,7638.6
795,22,52,57,17969.1
934,40,75,70,27744.0
369,65,82,94,49775.4
60,60,77,60,21300.0
228,87,77,66,27314.4
849,15,11,68,24526.600000000002
487,56,47,9,1387.9
868,98,23,2,1083.6
923,70,17,78,36194.600000000006
391,54,54,29,6077.900000000001
306,82,28,9,1440.9
989,98,1,57,22495.1
84,83,9,79,37221.9
762,23,2,59,19175.9
160,46,9,91,44922.9
93,17,80,50,13193.0
519,31,92,75,30406.500000000004
94,99,55,27,6339.1
635,98,29,1,737.9
499,14,88,49,12949.900000000001
827,69,62,28,6600.6
443,28,98,10,1213.0
673,55,62,97,52112.100000000006
647,66,67,63,24253.100000000002
240,12,55,36,7022.400000000001
611,4,16,42,9422.6
908,15,47,52,14937.6
669,30,30,69,26067.9
559,27,93,20,3059.0
423,31,98,50,14223.0
705,3,16,92,42454.600000000006
28,81,44,38,10181.6
860,11,18,78,31529.600000000002
605,83,97,6,1279.4
944,62,22,44,13158.400000000001
370,34,28,22,3489.6000000000004
860,92,94,18,4103.6
760,78,43,33,8670.1
15,36,22,60,19815.0
157,90,49,72,32038.600000000002
335,27,37,84,37177.4
986,67,68,2,1139.6
86,12,92,16,1532.4
296,10,31,32,5633.6
985,64,26,91,47385.9
458,71,29,86,42804.4
223,96,84,9,1483.9
411,15,86,52,14440.6
2,38,89,20,2722.0
283,95,26,73,33330.100000000006
249,89,50,76,35315.4
724,37,67,49,14301.900000000001
137,67,91,15,2244.5
621,92,70,33,8993.1
644,23,81,73,28435.100000000002
459,49,74,14,2105.4
344,67,58,73,31347.100000000002
886,60,89,36,9396.400000000001
183,35,64,44,11209.400000000001
430,34,65,20,3070.0
354,22,69,18,2337.6000000000004
613,60,87,26,5485.4
803,55,71,23,4660.1
109,7,54,97,46892.100000000006
646,32,59,16,2412.4
205,96,77,47,15541.1
202,7,2,68,23335.600000000002
156,76,92,73,31816.100000000002
614,40,55,85,39416.5
594,81,63,4,996.4
646,48,70,75,31808.500000000004
84,99,95,25,5621.5
499,55,81,60,21439.0
414,51,1,55,18041.5
470,14,42,38,8077.6
63,21,99,4,225.4
365,66,6,44,12755.400000000001
30,81,7,58,21211.600000000002
44,56,90,38,9247.6
467,31,8,40,9547.0
136,53,46,79,34903.9
222,58,46,45,12754.5
228,73,97,37,9637.1
259,6,99,59,17669.9
347,11,34,57,16894.1
473,94,50,56,21103.4
91,66,60,46,13495.400000000001
925,23,34,66,23787.4
390,7,51,71,25587.9
924,49,84,78,34557.600000000006
62,42,73,87,40804.100000000006
260,97,4,22,4765.6
583,59,20,87,42804.100000000006
790,59,32,76,33576.4
13,46,87,48,13510.6
154,46,58,32,6643.6
85,34,34,55,16777.5
125,10,32,1,139.9
789,5,47,16,2123.4
14,14,11,42,9245.6
621,31,26,10,1421.0
623,78,36,76,34853.4
342,74,39,62,23765.600000000002
272,72,26,92,48369.600000000006
911,93,39,8,1968.6
298,27,61,85,37995.5
849,30,43,91,44155.9
22,68,54,25,4784.5
455,48,2,44,12053.400000000001
305,19,3,78,31598.600000000002
825,75,18,49,16264.900000000001
373,1,98,87,37548.100000000006
271,39,35,18,2560.6000000000004
781,46,3,1,831.9
865,73,43,34,9011.400000000001
785,80,72,53,18789.1
144,4,79,49,12104.900000000001
631,77,80,58,21580.600000000002
88,65,70,87,42831.100000000006
285,28,56,29,5217.900000000001
924,92,56,51,18360.9
261,64,2,75,32623.500000000004
136,4,89,43,9368.1
311,48,77,94,48119.4
499,93,53,94,52537.4
362,23,81,16,1984.4
497,86,60,73,32887.100000000006
569,95,52,82,41306.600000000006
999,77,5,82,40260.600000000006
55,28,9,57,17571.1
79,96,25,89,47435.9
153,21,74,77,30822.100000000002
436,42,32,49,14258.900000000001
511,15,65,25,3948.5
17,68,22,2,172.6
972,66,26,43,12870.1
513,89,95,1,606.9
165,27,32,36,7487.400000000001
720,63,47,21,4203.9
495,1,69,81,32724.9
21,82,50,59,21915.9
82,24,88,21,2746.9
145,76,62,9,1225.9
24,24,73,98,49435.600000000006
814,17,20,55,16571.5
460,80,56,32,8037.6
909,34,24,67,25183.100000000002
900,50,18,62,22835.600000000002
73,99,22,59,22970.9
656,13,24,41,9425.900000000001
606,14,37,66,22874.4
263,2,99,29,4441.900000000001
538,39,79,85,39255.5
451,98,63,32,8604.6
319,61,12,22,4032.6000000000004
375,12,27,61,19339.9
146,65,56,4,484.4
890,92,61,76,36184.4
65,38,36,28,4970.6
150,88,12,16,2812.4
957,27,8,46,12567.400000000001
291,10,9,60,18531.0
842,64,95,48,15203.6
836,10,80,45,11208.5
831,11,35,12,1668.6
493,3,4,66,22035.4
592,18,40,32,6185.6
874,61,3,98,53911.600000000006
562,68,40,70,29332.0
179,39,31,71,27648.9
520,97,22,14,2838.4
617,17,41,6,895.4
318,47,5,16,2324.4
475,23,93,91,43144.9
694,21,79,85,37881.5
940,47,59,58,20149.600000000002
44,16,60,76,29562.4
784,29,8,8,1329.6
654,76,55,38,10617.6
23,63,78,63,23440.100000000002
651,41,27,35,8088.5
243,98,30,6,1007.4
556,85,59,80,38716.0
502,24,14,22,3401.6000000000004
991,37,64,70,27591.0
224,89,25,94,51886.4
77,42,28,51,14963.900000000001
128,97,80,67,28623.100000000002
403,95,33,1,502.9
64,38,21,40,9424.0
487,65,16,4,825.4
994,3,2,28,4919.6
381,73,16,77,35054.100000000006
87,79,17,26,5453.4
569,81,76,56,20471.4
225,2,57,24,3095.4
497,59,12,96,51319.4
923,65,74,52,17552.6
311,64,61,72,30320.600000000002
315,65,33,94,49721.4
437,47,9,32,6958.6
59,20,6,75,29121.500000000004
739,45,63,65,24366.5
154,92,61,21,4246.9
107,86,41,48,15524.6
580,73,6,44,13278.400000000001
840,37,15,42,11037.6
399,22,96,2,462.6
387,22,48,2,450.6
465,15,89,54,15563.400000000001
513,50,75,88,42858.600000000006
264,48,32,27,5132.1
7,49,82,49,14172.900000000001
219,56,10,68,26684.600000000002
750,27,47,58,18799.600000000002
718,3,80,87,38067.100000000006
937,62,67,16,3183.4
149,72,63,70,29199.0
21,16,44,44,10211.400000000001
616,39,12,41,10451.900000000001
780,90,13,42,13203.6
762,40,11,51,15546.900000000001
971,58,3,96,51697.4
510,41,86,89,42971.9
589,82,8,21,4471.9
608,9,72,32,5913.6
738,76,91,49,16226.900000000001
673,96,75,79,38837.9
555,5,84,26,3997.4
376,45,94,58,19469.600000000002
208,47,55,95,48895.5
148,50,51,12,1453.6
775,58,74,11,2005.9
984,23,63,26,4894.4
131,15,4,17,1802.1000000000001
966,65,63,9,1947.9
321,81,95,19,3628.9
710,68,81,38,10369.6
906,55,9,96,51344.4
898,5,54,53,14927.1
568,13,85,52,14493.6
43,55,81,83,38364.100000000006
86,31,2,93,45349.100000000006
312,8,7,44,10150.400000000001
858,86,41,93,51236.100000000006
847,8,31,1,859.9
245,75,39,36,9295.400000000001
351,4,39,55,15393.500000000002
543,69,27,95,51320.5
614,67,29,64,24972.4
490,85,35,36,9900.400000000001
618,8,97,63,20570.100000000002
682,46,63,74,30918.4
66,11,90,84,35564.4
939,85,37,77,36536.100000000006
357,77,52,72,31302.600000000002
465,7,58,28,4502.6
229,4,99,86,36813.4
128,67,63,96,51718.4
143,36,46,84,37741.4
222,35,61,5,519.5
537,49,49,56,18647.4
903,97,3,40,12623.0
815,26,79,38,8878.6
832,29,15,97,49749.100000000006
791,42,26,76,32285.4
326,48,50,27,5194.1
625,31,61,6,987.4
226,35,75,16,2040.4
887,22,62,60,19847.0
607,19,5,53,15378.1
473,55,81,50,15473.0
52,67,80,28,5769.6
971,4,48,71,25955.9
203,88,62,5,765.5
207,70,48,4,565.4
641,13,37,7,972.1
751,63,5,11,2036.9
531,16,81,45,11173.5
361,22,44,50,13711.0
528,46,96,67,25606.100000000002
397,38,95,8,1014.6
459,74,70,7,1217.1
974,60,51,45,13596.5
931,31,75,46,12725.400000000001
479,40,54,38,9074.6
24,34,82,47,12446.1
383,29,62,85,38250.5
154,58,41,75,32066.500000000004
121,85,72,52,17790.6
811,11,74,58,17932.600000000002
124,32,94,52,15037.6
778,75,40,84,41652.4
81,28,21,74,28985.4
212,4,96,37,7068.1
768,94,51,40,12368.0
592,65,51,12,2077.6
465,89,58,43,13352.1
215,20,46,70,25625.0
251,8,5,49,12407.900000000001
253,5,10,67,22584.100000000002
777,24,69,70,26467.0
928,25,37,39,9355.900000000001
132,34,80,27,4622.1
122,77,31,34,8404.400000000001
336,87,38,60,23196.0
494,7,1,59,17963.9
529,96,55,96,54903.4
897,94,37,40,12497.0
11,29,74,16,1729.4
581,47,98,91,45434.9
571,78,33,22,4658.6
485,19,99,61,19876.9
410,10,43,77,30232.100000000002
991,95,81,68,30108.600000000002
743,54,71,6,1243.4
349,9,77,90,40849.0
993,22,15,24,4343.4
786,90,39,54,19934.4
820,24,97,5,1062.5
71,23,6,44,10569.400000000001
969,98,35,27,7187.1
621,88,25,76,35611.4
735,97,14,12,2604.6
776,26,53,94,46516.4
922,44,66,18,3301.6000000000004
3,95,45,73,33050.100000000006
890,40,3,60,20930.0
381,62,36,35,8553.5
954,54,85,90,45504.0
554,65,23,11,1861.9
780,27,7,57,18239.1
570,77,92,2,743.6
490,71,72,81,38389.9
158,28,30,98,49961.600000000006
335,68,91,49,15431.900000000001
660,63,86,26,5610.4
68,68,44,80,36868.0
872,55,46,26,5614.4
802,35,53,11,1779.9
635,77,86,60,22895.0
580,81,98,14,2674.4
946,44,93,48,14347.6
676,6,38,18,2371.6000000000004
642,64,12,66,26210.4
98,55,92,52,16207.6
531,9,84,27,4346.1
643,10,56,77,30465.100000000002
275,81,83,5,802.5
285,21,27,91,42772.9
553,40,34,5,875.5
106,56,21,65,24448.5
78,6,60,98,47725.600000000006
290,55,46,13,1833.1
601,55,33,42,11554.6
503,35,29,60,20243.0
696,52,81,58,20195.600000000002
407,29,64,38,8584.6
815,82,92,40,11935.0
964,1,62,70,25044.0
855,2,89,18,2478.6000000000004
181,86,73,13,2127.1
406,50,33,92,46479.600000000006
416,41,39,9,1181.9
174,50,18,14,1834.4
15,99,89,15,2602.5
135,83,61,2,320.6
750,49,8,9,1587.9
780,55,91,69,27903.9
42,46,23,6,494.4
469,66,57,91,47051.9
629,17,50,76,30223.4
315,29,46,95,47292.5
135,11,75,87,38180.100000000006
73,89,2,64,25839.4
232,28,3,71,26920.9
201,96,73,73,33321.100000000006
610,22,46,89,41380.9
66,59,14,49,14721.900000000001
995,48,58,1,1047.9
522,80,22,74,33274.4
696,93,73,44,14274.400000000001
168,5,61,80,31928.000000000004
324,24,12,87,39500.100000000006
598,62,36,22,4333.6
797,61,63,18,3482.6000000000004
153,43,85,47,12998.1
314,41,63,57,18571.1
289,42,31,22,3584.6000000000004
519,30,22,67,24525.100000000002
261,41,20,49,14034.900000000001
392,95,87,80,39352.0
727,28,84,49,13863.900000000001
511,35,17,67,24852.100000000002
330,5,89,25,3517.5
490,35,94,28,5311.6
944,2,95,26,4308.4
66,67,44,13,1765.1
966,8,21,94,45014.4
628,56,21,70,28558.0
123,51,87,23,3888.1000000000004
508,51,65,95,49575.5
515,20,90,18,2462.6000000000004
322,6,39,46,10966.400000000001
529,32,7,43,10965.1
214,48,53,32,6767.6
740,19,3,55,16607.5
359,71,62,38,10132.6
210,14,67,20,2450.0
757,55,35,96,51195.4
978,66,98,49,15976.900000000001
404,27,79,53,15599.1
474,51,27,38,9487.6
74,57,52,28,5511.6
58,69,18,56,19288.4
900,8,75,9,1368.9
597,7,42,23,3350.1000000000004
216,8,96,8,593.6
960,69,80,44,13482.400000000001
99,50,69,66,24743.4
662,13,45,73,27723.100000000002
743,21,80,81,34592.9
844,76,98,52,18045.6
127,2,53,57,16161.1
854,7,7,43,10215.1
809,4,76,94,44481.4
853,56,97,23,4733.1
491,56,1,87,42451.100000000006
401,52,48,23,4189.1
219,15,48,17,1890.1000000000001
403,96,63,29,7307.900000000001
306,58,1,54,17726.4
831,33,63,69,26436.9
41,90,15,93,50791.100000000006
473,83,89,19,3818.9
20,97,49,58,22129.600000000002
401,34,10,9,1103.9
811,38,37,58,19498.600000000002
343,45,79,58,19436.600000000002
599,86,86,43,13357.1
106,27,52,5,363.5
588,98,5,19,4218.9
947,25,49,24,4369.4
446,34,75,77,32116.100000000002
129,53,36,20,3149.0
435,59,47,27,5600.1
268,58,69,58,20115.600000000002
796,13,65,9,1309.9
130,55,24,85,40207.5
443,21,55,72,27356.600000000002
101,63,4,61,22176.9
672,85,43,21,4617.9
886,65,30,52,17515.6
897,16,3,52,14978.6
238,93,58,5,825.5
778,54,3,78,34801.600000000006
121,37,83,21,3058.9
372,55,40,37,9115.1
806,46,75,11,1904.9
557,98,48,79,38879.9
165,68,87,6,749.4
244,84,37,86,43708.4
395,44,58,70,27485.0
787,35,44,41,10458.900000000001
632,33,3,5,919.5
456,62,63,73,31094.100000000002
649,38,90,62,21840.600000000002
842,39,89,74,30560.4
72,83,53,1,159.9
138,70,42,14,2078.4
740,25,68,85,38267.5
113,77,34,63,24412.100000000002
961,86,5,94,52341.4
432,61,36,28,5981.6
180,70,49,34,8224.400000000001
473,33,67,46,12359.400000000001
347,63,70,82,38460.600000000006
130,53,13,32,6843.6
388,3,56,45,10445.5
893,91,91,82,41302.600000000006
813,98,20,1,915.9
407,57,72,95,50044.5
736,25,98,15,2213.5
521,36,73,90,43451.0
254,44,49,51,15242.900000000001
11,15,27,16,1505.4
683,89,46,6,1393.4
543,31,72,48,13320.6
107,83,43,31,7388.900000000001
458,58,62,99,54224.9
16,17,16,89,40341.9
546,1,3,98,47703.600000000006
967,86,31,62,25134.600000000002
303,9,43,12,1116.6
663,65,29,33,8144.1
239,71,29,58,20840.600000000002
664,39,82,55,17631.5
602,51,17,90,44882.0
251,88,39,26,5851.4
39,69,15,5,506.5
533,7,71,46,11223.400000000001
581,73,59,43,12780.1
169,54,75,32,6914.6
229,23,50,24,3603.4
482,76,37,88,45115.600000000006
229,82,91,60,22789.0
117,24,67,55,16259.500000000002
301,70,12,51,16615.9
570,14,48,85,37162.5
156,99,88,22,4705.6
705,7,26,64,21223.4
495,70,50,95,51367.5
521,39,71,64,23087.4
546,85,12,43,13261.1
348,75,85,42,12141.6
356,76,19,67,27444.100000000002
288,13,58,32,5721.6
994,72,35,80,38114.0
610,3,12,85,36267.5
31,35,56,19,2464.9
143,72,14,81,38123.9
666,72,37,46,14346.400000000001
10,75,50,45,13307.5
182,21,11,54,15604.400000000001
809,40,15,11,1841.9
616,15,84,96,47214.4
235,18,71,26,4015.4
894,83,61,2,1079.6
173,96,68,5,775.5
825,88,85,34,9481.400000000001
637,91,78,69,30244.9
934,11,48,84,36432.4
995,24,93,3,1111.1
313,76,59,35,8975.5
80,12,84,29,4548.900000000001
369,67,43,20,3669.0
134,8,85,17,1686.1000000000001
195,23,4,29,4982.900000000001
583,47,45,16,2589.4
491,84,72,3,787.1
731,41,56,83,37890.100000000006
39,6,32,63,19865.100000000002
204,28,45,61,20144.9
657,37,89,13,1966.1
259,38,78,61,20809.9
849,46,72,6,1301.4
238,98,57,24,5412.4
891,32,56,36,8393.400000000001
782,27,46,16,2468.4
796,86,29,16,3426.4
824,66,35,96,52318.4
826,9,8,85,36993.5
552,52,2,85,40374.5
696,84,73,71,31360.9
340,36,28,80,34580.0
209,97,5,32,8330.6
650,97,50,19,4261.9
539,13,83,29,5036.900000000001
344,30,56,43,10694.1
619,55,24,15,2546.5
623,53,73,53,17196.1
946,23,85,36,8124.400000000001
386,52,70,89,43826.9
755,36,60,46,12779.400000000001
763,92,15,75,35225.5
977,12,7,89,40857.9
527,17,73,96,47317.4
486,63,95,5,923.5
781,71,39,2,942.6
843,16,90,88,40196.600000000006
271,98,58,12,2152.6
419,42,18,57,18733.1
239,94,50,90,48389.0
400,47,89,61,21499.9
448,60,86,2,587.6
787,87,74,98,56372.600000000006
605,21,75,29,5334.900000000001
513,49,92,30,6393.0
68,79,41,33,8011.1
111,5,44,23,2818.1000000000004
545,34,5,89,42383.9
70,20,11,73,27642.100000000002
283,82,3,40,11403.0
845,56,75,74,31821.4
206,99,72,78,37739.600000000006
845,10,5,39,8687.900000000001
334,66,58,57,20016.1
952,87,30,13,2911.1
225,38,59,48,13338.6
726,59,91,20,3866.0
688,83,68,19,4033.9
907,99,15,11,2588.9
227,23,12,40,8987.0
38,32,31,37,7930.1
529,90,61,42,12952.6
976,96,51,52,19217.6
723,55,5,75,32410.500000000004
51,78,53,78,35946.600000000006
850,51,70,69,27697.9
760,67,3,96,52350.4
420,62,93,69,28026.9
356,20,20,28,4757.6
905,31,53,43,11298.1
951,84,22,29,7507.900000000001
41,52,68,36,8263.400000000001
677,81,23,38,10830.6
772,36,49,58,19343.600000000002
123,56,85,26,4891.4
668,22,4,31,6058.900000000001
363,67,62,97,52966.100000000006
896,76,50,56,20518.4
826,19,21,75,29813.500000000004
547,82,95,27,6333.1
488,75,69,13,2291.1
646,69,20,55,19263.5
88,16,38,17,1776.1000000000001
141,53,35,19,2916.9
304,6,92,65,21396.5
841,72,82,96,52911.4
451,54,59,64,23977.4
802,40,95,4,1040.4
764,17,20,91,42887.9
482,7,11,42,9419.6
531,19,31,93,44678.100000000006
845,22,19,11,1679.9
594,48,99,39,9918.900000000001
463,27,69,22,3428.6000000000004
420,39,40,61,21031.9
715,37,51,98,51400.600000000006
60,52,82,79,34748.9
771,83,7,28,6936.6
780,39,69,48,13941.6
826,69,7,90,46726.0
609,18,98,77,31047.100000000002
495,10,45,42,9558.6
204,24,6,28,4717.6
582,83,43,60,23202.0
676,98,73,14,3008.4
359,78,12,6,1003.4
257,28,92,11,1157.9
915,77,75,17,3640.1000000000004
831,48,39,20,3751.0
586,88,1,53,19014.1
325,52,97,48,14110.6
148,7,21,56,15906.400000000001
525,47,16,3,710.1
912,39,49,57,19055.1
671,30,32,6,1027.4
802,45,30,48,14251.6
82,68,57,21,3670.9
480,36,25,52,15601.6
284,30,84,2,363.6
323,99,85,69,30482.9
370,36,62,26,4618.4
20,22,88,86,38152.4
911,66,68,21,4457.9
730,6,65,33,6264.1
338,18,85,66,22870.4
997,26,9,74,29753.4
503,53,47,60,21323.0
210,74,76,25,5122.5
126,57,3,81,36891.9
750,37,7,65,23857.5
143,64,30,41,11003.900000000001
861,35,55,82,36678.600000000006
711,24,7,94,46263.4
91,35,56,80,34251.0
274,2,17,14,1262.4
299,78,75,71,30537.9
527,28,77,42,10346.6
597,98,30,21,4815.9
395,16,88,33,6259.1
74,18,52,5,286.5
465,61,95,93,48518.100000000006
902,43,26,96,50188.4
128,44,11,35,7670.5
722,24,21,90,42572.0
855,95,10,22,5316.6
549,85,19,27,6416.1
22,15,56,16,1516.4
388,91,93,54,19590.4
309,23,41,6,623.4
186,15,30,74,28128.4
349,91,41,55,20176.5
926,54,27,1,984.9
989,14,5,60,19469.0
543,16,46,71,26379.9
666,95,83,79,38751.9
712,52,10,27,5688.1
231,2,16,50,12581.0
573,78,60,3,851.1
985,1,59,12,1702.6
527,92,94,18,3770.6000000000004
549,22,84,11,1383.9
485,33,23,73,29006.100000000002
427,79,12,28,6480.6
602,59,92,89,44665.9
667,51,87,13,2158.1
885,4,88,12,1638.6
386,81,62,13,2267.1
463,65,45,46,13821.400000000001
796,60,33,62,23351.600000000002
151,24,58,62,20474.600000000002
923,59,60,62,23416.600000000002
373,91,14,77,36432.100000000006
768,43,62,58,19745.600000000002
695,40,88,15,2397.5
65,6,58,37,6995.1
898,8,67,56,16712.4
926,13,75,67,23793.100000000002
605,87,39,70,30705.0
15,9,68,49,12220.900000000001
384,68,72,31,7200.900000000001
743,51,1,21,3974.9
942,63,40,99,55203.9
892,72,43,84,41514.4
449,4,87,73,26853.100000000002
657,83,77,54,19427.4
229,63,50,86,41887.4
987,58,9,13,2569.1
117,73,19,11,1512.9
494,88,26,71,31442.9
475,10,52,12,1300.6
76,42,26,22,3371.6000000000004
817,75,18,37,10300.1
94,92,4,11,1698.9
246,46,48,60,20646.0
672,24,35,18,2691.6000000000004
663,83,55,99,56904.9
98,39,59,39,9071.900000000001
602,66,63,18,3377.6000000000004
77,70,49,46,13665.400000000001
623,32,33,64,22741.4
144,82,58,41,11742.900000000001
289,93,48,11,1904.9
885,98,29,87,46499.100000000006
339,49,37,40,10139.0
724,31,4,73,29099.100000000002
657,46,11,16,2647.4
923,32,81,60,20483.0
877,51,3,47,14098.1
731,37,56,75,31068.500000000004
495,37,65,74,30065.4
412,66,81,86,42328.4
634,66,79,75,33146.5
270,19,59,57,17273.1
490,91,58,66,27840.4
339,10,95,40,8579.0
551,99,94,35,10018.5
755,35,8,15,2382.5
244,52,26,95,49406.5
538,71,3,20,3918.0
901,27,22,84,37743.4
722,31,53,91,44119.9
663,68,18,30,7113.0
994,67,4,78,36031.600000000006
194,15,39,31,5367.900000000001
653,9,95,53,14894.1
329,57,78,25,4816.5
988,98,99,42,13747.6
425,97,8,93,51826.100000000006
43,21,37,24,3369.4
193,62,56,32,7194.6
803,23,96,82,35636.600000000006
610,45,39,4,868.4
121,59,10,64,23967.4
715,39,66,65,23952.5
613,12,16,3,693.1
281,52,85,35,8103.5
410,94,2,46,15102.400000000001
590,15,99,93,44365.100000000006
112,97,23,36,9954.400000000001
85,86,96,96,53499.4
618,64,94,57,20186.1
251,3,60,77,29534.100000000002
901,62,74,93,49047.100000000006
163,73,73,16,2585.4
756,41,9,94,47906.4
86,33,74,32,6159.6
43,15,68,10,683.0
999,98,81,29,7961.900000000001
922,59,78,79,36163.9
38,10,26,76,29100.4
733,32,30,38,9024.6
224,30,36,88,40809.600000000006
808,53,47,70,28528.0
483,27,73,22,3448.6000000000004
999,13,64,98,49332.600000000006
586,94,57,50,17536.0
436,3,79,74,27490.4
898,78,57,93,50532.100000000006
812,42,48,3,982.1
249,12,4,28,4426.6
265,4,21,85,36007.5
751,61,51,98,53788.600000000006
314,53,81,71,28777.9
409,2,33,20,2409.0
909,86,21,74,34105.4
559,28,89,80,34159.0
420,65,83,47,14299.1
444,25,36,94,46090.4
348,98,13,7,1274.1
101,11,31,88,39014.600000000006
913,68,48,38,10572.6
975,8,86,39,8739.900000000001
723,8,53,2,758.6
298,38,18,68,25539.600000000002
872,11,15,34,6910.400000000001
516,34,26,71,27630.9
61,96,88,12,1918.6
455,8,58,44,10293.400000000001
896,57,9,28,6333.6
261,31,16,19,2618.9
803,35,42,52,15872.6
373,56,98,92,46998.600000000006
986,73,55,78,36491.600000000006
54,99,12,35,9521.5
946,63,63,6,1500.4
810,55,83,36,9140.400000000001
818,61,25,33,8167.1
504,80,29,1,588.9
474,21,8,50,13774.0
924,58,35,87,43058.100000000006
546,98,64,73,33812.100000000006
239,45,4,16,2213.4
27,28,19,23,3263.1000000000004
994,50,99,17,3260.1000000000004
164,12,51,99,49376.9
998,41,11,65,24365.5
150,53,41,63,22937.100000000002
482,54,93,56,18872.4
810,66,59,74,32526.4
437,32,67,3,577.1
553,63,16,1,620.9
281,70,34,76,33903.4
687,62,73,17,3157.1000000000004
19,22,41,18,2002.6000000000001
389,71,51,81,38288.9
47,33,33,96,48373.4
369,77,71,33,8246.1
954,86,64,37,10844.1
188,33,12,53,15701.1
387,62,65,44,12601.400000000001
473,1,23,91,41140.9
319,89,32,53,18800.1
13,50,30,98,51972.600000000006
397,25,70,90,42337.0
919,90,95,40,12359.0
762,99,96,32,8947.6
562,62,98,43,12288.1
494,59,75,3,715.1
88,5,91,21,2353.9
810,59,25,42,11931.6
492,86,91,99,57030.9
652,46,90,87,41742.100000000006
864,39,93,2,961.6
545,71,84,5,1022.5
655,96,60,29,7559.900000000001
129,58,16,13,1711.1
816,82,25,55,20148.5
507,70,70,57,20417.1
857,65,50,99,55316.9
597,74,30,51,17115.9
5,81,15,81,38714.9
94,89,14,13,2079.1
861,20,43,49,13605.900000000001
75,73,58,36,9053.400000000001
209,66,28,57,19891.1
368,35,80,38,8773.6
58,62,51,96,51168.4
